Vendor Categories,,,,
"Law office of Julie Frances, P.C.",,,,
All Dates,,,,

,Account name,Transaction date,Memo/Description,Full name
,Cash-ATC-PC Operating Account,07/26/2023,Check 2981,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/26/2023,Check 2981,Office Supplies
,Cash-ATC-PC Operating Account,09/26/2023,Check 2994,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/26/2023,Check 2994,Office Supplies
,Cash-ATC-PC Operating Account,11/07/2023,Check 3023,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/07/2023,Check 3023,Office Supplies
,Cash-ATC-PC Operating Account,12/26/2023,Check 3034 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/26/2023,Check 3034 Check,Office Supplies
,Cash-ATC-PC Operating Account,01/09/2024,Check 3047 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/09/2024,Check 3047 Check,Utilities
,Cash-ATC-PC Operating Account,03/19/2024,Check 3070 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/19/2024,Check 3070 Check,Utilities
,Cash-ATC-PC Operating Account,05/15/2024,Check 3086 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/15/2024,Check 3086 Check,Utilities
,Cash-ATC-PC Operating Account,05/15/2024,Check 3092 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/15/2024,Check 3092 Check,Utilities
,Cash-ATC-PC Operating Account,06/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,06/25/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/25/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,08/09/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/09/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,09/09/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/09/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,10/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,11/12/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/12/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,12/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/10/2024,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,01/09/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/09/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,02/10/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/10/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,03/12/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/12/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,04/09/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/09/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,05/12/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/12/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,06/02/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/02/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,07/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,07/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,09/02/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/02/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,10/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,10/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,12/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/01/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
,Cash-ATC-PC Operating Account,12/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/31/2025,FIRSTLIGHT PMNT/BILLPAY LAW OFFICE OF JULIE M.,Utilities
Evolve IT,,,,
,Cash-ATC-PC Operating Account,02/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,02/22/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/22/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,03/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,05/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,08/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/04/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/04/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,11/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/02/2022,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,01/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,03/02/2023,"ACH Debit EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE  M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/02/2023,"ACH Debit EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE  M",Professional Fees
,Cash-ATC-PC Operating Account,04/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,05/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,06/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,07/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/03/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,08/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/05/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/05/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/14/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/19/2023,Check 3012,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/19/2023,Check 3012,Professional Fees
,Cash-ATC-PC Operating Account,10/20/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/20/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,11/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/02/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/04/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/04/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/12/2023,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,01/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,01/18/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/18/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,02/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,03/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,04/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,05/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,06/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,07/10/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/10/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,09/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/02/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/07/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/07/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/21/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/21/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/28/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/28/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,10/28/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/28/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,11/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/04/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,12/12/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/12/2024,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,01/03/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/03/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,02/05/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/05/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,03/05/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/05/2025,"EVOLVE IT, LLC/SALE LAW OFFICE OF JULIE M",Professional Fees
,Cash-ATC-PC Operating Account,04/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,05/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,06/03/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/03/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,07/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,08/04/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/04/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,09/03/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/03/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,09/24/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/24/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,10/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,11/05/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/05/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,12/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/02/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2025,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Professional Fees
,Cash-ATC-PC Operating Account,01/05/2026,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/05/2026,"EVOLVE IT, LLC/SALE JULIE M. FRANCES",Professional Fees
Joshua Lutt,,,,
,Cash-ATC-PC Operating Account,02/02/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/02/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/11/2024,Deposit inv 19932,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/11/2024,Deposit inv 19932,Legal Fee Income
,Cash-ATC-PC Operating Account,04/26/2024,Deposit - inv 20020,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/26/2024,Deposit - inv 20020,Legal & accounting services:Legal Fees
,Cash-ATC-PC Operating Account,10/17/2024,Deposit - inv 20020,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/17/2024,Deposit - inv 20020,Legal Fee Income
"Joseph LaFiura, CPA",,,,
,Cash-ATC-PC Operating Account,02/03/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/03/2022,,Professional Fees
,Cash-ATC-PC Operating Account,08/17/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/17/2022,,Professional Fees
,Cash-ATC-PC Operating Account,11/14/2022,Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/14/2022,Check,Professional Fees
,Cash-ATC-PC Operating Account,01/30/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/30/2023,,Professional Fees
,Cash-ATC-PC Operating Account,05/11/2023,Check 2947,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/11/2023,Check 2947,Professional Fees
,Cash-ATC-PC Operating Account,08/31/2023,Check 2986,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/31/2023,Check 2986,Professional Fees
,Cash-ATC-PC Operating Account,12/04/2023,Check 3025 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/04/2023,Check 3025 Check,Professional Fees
American Express,,,,
,Cash-ATC-PC Operating Account,02/04/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/04/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,02/23/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/23/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,02/23/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/23/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,03/21/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/21/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/26/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/26/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/26/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/26/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,10/06/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/06/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,11/07/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
